,Lithology_type,Event_name,260,245,210,160,145,125,100,80,55,45,0
0,Shales,Layer 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.366726296958856
1,Sandstones,Layer 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.526621490803485,27.7868618245484
2,Shales,Layer 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.82826475849731,43.99352667863891,47.91208543814411
3,Chalk,Layer 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.17021276595744,73.0623073116888,72.29139901906444,75.5716599062292
4,Sandstones,Layer 6,0.0,0.0,0.0,0.0,0.0,0.0,31.665053242981607,66.45385264979095,81.93936442688724,81.0716507131593,84.28414780555158
5,Limestones,Layer 5,0.0,0.0,0.0,0.0,0.0,24.054054054054056,34.800188378116744,69.2241229200612,84.65558064310346,83.78786692937553,86.98685050825428
6,Dolomite,Layer 4,0.0,0.0,0.0,0.0,23.261467889908257,27.212310934788,37.710738836832334,72.00393943382267,87.41475495503006,86.54704124130213,89.73914408623594
7,Sandstones,Layer 3,0.0,0.0,0.0,23.794772507260404,26.707740881195768,30.494014710199423,40.547137675167285,74.5208803825158,89.86393210895069,88.97685731100204,92.15927961382548
8,Anhydrite,Layer 2,0.0,0.0,23.845386533665835,27.625196447410033,30.523202227829184,34.304488525660766,44.32768630359621,78.27150382391231,93.60956801917513,92.7175056900544,95.89992799287785
9,Quartzite,Layer 1,0.0,22.25,25.995068062328258,29.7366614155629,32.59645063547249,36.35385158298561,46.31494745009303,80.2014401296448,95.52517311471652,94.6331107855958,97.81075601835556
