,0,45,55,80,100,125,145,160,210,245,260,Event_name,Lithology_type
0,32.88193202146691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Layer 10,Shales
1,38.47486522572635,25.828562052274926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Layer 9,Sandstones
2,86.46849223824871,76.87213986980623,76.44232844364939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Layer 8,Shales
3,146.30537167087283,138.04723490526723,139.58747057130896,99.96923475177304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Layer 7,Chalk
4,166.32666886351558,158.1886054764192,159.90794201370974,121.04365430646811,45.76786931268151,0.0,0.0,0.0,0.0,0.0,0.0,Layer 6,Sandstones
5,172.24108327793,164.12813284128407,165.84221802722325,127.07492513980145,52.51943507844728,28.658175675675675,0.0,0.0,0.0,0.0,0.0,Layer 5,Limestones
6,178.21172547976485,170.1100779330272,171.8198955960306,133.08040367191154,58.75249530780508,35.3773250793454,26.927009908256878,0.0,0.0,0.0,0.0,Layer 4,Dolomite
7,183.8046586840243,175.71580939478906,177.45883209167434,138.82919747636458,65.06977952852144,42.5473883900908,34.41934524223558,28.182440271055178,0.0,0.0,0.0,Layer 3,Sandstones
8,191.72267614038338,183.63260490601098,185.3847287749661,146.7599532535882,73.04608183941087,50.57363071760535,42.45275459385653,36.241882066566404,28.086021122194516,0.0,0.0,Layer 2,Anhydrite
9,195.901020089428,187.81824992989635,189.56667029566677,150.9584975211041,77.32263470565292,54.948218177796434,46.869188351818316,40.72455738503774,32.63603704576139,24.733831249999998,0.0,Layer 1,Quartzite
